style,artist,picture,image
Realism,vincent-van-gogh,orphan-man-with-cap-and-stick-1882.jpg,downloaded_images\orphan-man-with-cap-and-stick-1882.jpg
Impressionism,max-liebermann,terrace-overlooking-the-flower-garden-in-wannsee-1918.jpg,downloaded_images\terrace-overlooking-the-flower-garden-in-wannsee-1918.jpg
Realism,ivan-shishkin,the-sun-in-the-forest-1895.jpg,downloaded_images\the-sun-in-the-forest-1895.jpg
Expressionism,ossip-zadkine,daphne.jpg,downloaded_images\daphne.jpg
Expressionism,nikolaos-lytras,self-portraits.jpg,downloaded_images\self-portraits.jpg
Romanticism,francisco-goya,fight-with-cudgels-1823.jpg,downloaded_images\fight-with-cudgels-1823.jpg
Impressionism,claude-monet,grainstacks-at-sunset-snow-effect-1891.jpg,downloaded_images\grainstacks-at-sunset-snow-effect-1891.jpg
Minimalism,pierre-soulages,peinture-244-x-181-cm-25-avril-2011-2011.jpg,downloaded_images\peinture-244-x-181-cm-25-avril-2011-2011.jpg
Impressionism,antoine-blanchard,boulevard-de-la-madeleine-6.jpg,downloaded_images\boulevard-de-la-madeleine-6.jpg
Baroque,pieter-de-hooch,woman-with-a-child-and-a-maid-in-an-interior.jpg,downloaded_images\woman-with-a-child-and-a-maid-in-an-interior.jpg
Impressionism,julian-alden-weir,girl-standing-by-a-gate-1896.jpg,downloaded_images\girl-standing-by-a-gate-1896.jpg
Naive_Art_Primitivism,niko-pirosmani,tamar-of-georgia.jpg,downloaded_images\tamar-of-georgia.jpg
Early_Renaissance,jacopo-bellini,saint-jerome-1430.jpg,downloaded_images\saint-jerome-1430.jpg
Impressionism,childe-hassam,morning-old-lyme.jpg,downloaded_images\morning-old-lyme.jpg
High_Renaissance,michelangelo,study-for-the-porta-pia-a-gate-in-the-aurelian-walls-of-rome-1561.jpg,downloaded_images\study-for-the-porta-pia-a-gate-in-the-aurelian-walls-of-rome-1561.jpg
Color_Field_Painting,gene-davis,graf-zeppelin-1969.jpg,downloaded_images\graf-zeppelin-1969.jpg
Abstract_Expressionism,brice-marden,venus-1991.jpg,downloaded_images\venus-1991.jpg
Expressionism,balthus,princess-maria-volkonsky-at-the-age-of-twelve-1945.jpg,downloaded_images\princess-maria-volkonsky-at-the-age-of-twelve-1945.jpg
Impressionism,antoine-blanchard,rue-royal-madeleine-2.jpg,downloaded_images\rue-royal-madeleine-2.jpg
Color_Field_Painting,maurice-esteve,composition-1974-1.jpg,downloaded_images\composition-1974-1.jpg
Impressionism,pierre-auguste-renoir,marie-therese-durand-ruel-sewing-1882.jpg,downloaded_images\marie-therese-durand-ruel-sewing-1882.jpg
Northern_Renaissance,joachim-wtewael,charity-1627.jpg,downloaded_images\charity-1627.jpg
Realism,ilya-repin,portrait-of-painter-viktor-mikhailovich-vasnetsov-study-for-the-picture-sadko-in-the-underwater-1875.jpg,downloaded_images\portrait-of-painter-viktor-mikhailovich-vasnetsov-study-for-the-picture-sadko-in-the-underwater-1875.jpg
Pointillism,henri-edmond-cross,the-port-of-marseilles.jpg,downloaded_images\the-port-of-marseilles.jpg
Romanticism,pavel-svinyin,a-fort.jpg,downloaded_images\a-fort.jpg
Symbolism,felicien-rops,lady-with-puppet-1.jpg,downloaded_images\lady-with-puppet-1.jpg
Impressionism,paul-cezanne,landscape-in-provence-1875.jpg,downloaded_images\landscape-in-provence-1875.jpg
Realism,vasily-perov,boy-craftsman-1865.jpg,downloaded_images\boy-craftsman-1865.jpg
Symbolism,leon-spilliaert,femme-en-pied-1902.jpg,downloaded_images\femme-en-pied-1902.jpg
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-14.jpg,downloaded_images\the-year-s-at-the-spring-1920-14.jpg
Ukiyo_e,utagawa-toyokuni,nakamura-utaemon-1.jpg,downloaded_images\nakamura-utaemon-1.jpg
Abstract_Expressionism,willem-de-kooning,untitled-xi.jpg,downloaded_images\untitled-xi.jpg
Post_Impressionism,ferdinand-hodler,lake-thun-from-lessig-1904.jpg,downloaded_images\lake-thun-from-lessig-1904.jpg
Impressionism,paul-signac,antibes-1917.jpg,downloaded_images\antibes-1917.jpg
Abstract_Expressionism,sam-francis,untitled-sf-315-1986.jpg,downloaded_images\untitled-sf-315-1986.jpg
Impressionism,edgar-degas,amateur-jockey-1870.jpg,downloaded_images\amateur-jockey-1870.jpg
Northern_Renaissance,albrecht-durer,crucifixion-1498.jpg,downloaded_images\crucifixion-1498.jpg
Pop_Art,derek-boshier,plan-ii-1972.jpg,downloaded_images\plan-ii-1972.jpg
Post_Impressionism,augustus-john,the-girl-on-the-cliff-1936.jpg,downloaded_images\the-girl-on-the-cliff-1936.jpg
Impressionism,camille-pissarro,enclosed-field-at-eragny-1896.jpg,downloaded_images\enclosed-field-at-eragny-1896.jpg
Realism,thomas-eakins,anatomical-drawing.jpg,downloaded_images\anatomical-drawing.jpg
Realism,boris-kustodiev,portrait-of-vasily-kastalsky.jpg,downloaded_images\portrait-of-vasily-kastalsky.jpg
Romanticism,orest-kiprensky,portrait-of-a-dmitriyev-mamonov-1815.jpg,downloaded_images\portrait-of-a-dmitriyev-mamonov-1815.jpg
Minimalism,piero-manzoni,achrome-1958.jpg,downloaded_images\achrome-1958.jpg
Romanticism,ivan-aivazovsky,moonlit-night-on-the-crimea-gurzuf-1839.jpg,downloaded_images\moonlit-night-on-the-crimea-gurzuf-1839.jpg
Naive_Art_Primitivism,david-burliuk,a-peasant-couple-with-cow-and-geese.jpg,downloaded_images\a-peasant-couple-with-cow-and-geese.jpg
Realism,johan-hendrik-weissenbruch,view-at-geestbrug.jpg,downloaded_images\view-at-geestbrug.jpg
Symbolism,mikhail-vrubel,mermaid.jpg,downloaded_images\mermaid.jpg
Expressionism,vilmos-aba-novak,carrying-the-cross-1921.jpg,downloaded_images\carrying-the-cross-1921.jpg
Fauvism,joan-miro,not/detected/227964.jpg,downloaded_images\not/detected/227964.jpg
Post_Impressionism,edouard-cortes,metro-george-v.jpg,downloaded_images\metro-george-v.jpg
Baroque,jan-steen,dancing-couple-detail-1663.jpg,downloaded_images\dancing-couple-detail-1663.jpg
Realism,andrei-ryabushkin,portrait-of-i-f-tyumenev-1886.jpg,downloaded_images\portrait-of-i-f-tyumenev-1886.jpg
Rococo,maurice-quentin-de-la-tour,marie-fel-with-eyes-full-of-love.jpg,downloaded_images\marie-fel-with-eyes-full-of-love.jpg
Impressionism,rudolf-schweitzer-cumpana,carpenters-lunch-1929.jpg,downloaded_images\carpenters-lunch-1929.jpg
Realism,nikolay-bogdanov-belsky,portrait-of-yanka-kupala.jpg,downloaded_images\portrait-of-yanka-kupala.jpg
Expressionism,max-pechstein,ballet-dancers-1912.jpg,downloaded_images\ballet-dancers-1912.jpg
Post_Impressionism,arturo-souto,portrait-of-vera-mayer-1952.jpg,downloaded_images\portrait-of-vera-mayer-1952.jpg
Baroque,adriaen-brouwer,twilight-landscape.jpg,downloaded_images\twilight-landscape.jpg
Realism,giovanni-boldini,portrait-of-a-lady-1889.jpg,downloaded_images\portrait-of-a-lady-1889.jpg
Expressionism,henri-matisse,still-life-13.jpg,downloaded_images\still-life-13.jpg
Baroque,anthony-van-dyck,silenus-drunk.jpg,downloaded_images\silenus-drunk.jpg
Impressionism,claude-monet,poppy-field-in-giverny.jpg,downloaded_images\poppy-field-in-giverny.jpg
Impressionism,julian-alden-weir,the-veranda-1900.jpg,downloaded_images\the-veranda-1900.jpg
Symbolism,gustave-moreau,phoebus-and-boreas.jpg,downloaded_images\phoebus-and-boreas.jpg
Romanticism,jan-matejko,sigismund-iii-vasa.jpg,downloaded_images\sigismund-iii-vasa.jpg
Realism,vincent-van-gogh,scheveningen-woman-sewing-2-1881.jpg,downloaded_images\scheveningen-woman-sewing-2-1881.jpg
Expressionism,franz-marc,cows-yellow-red-green-1912.jpg,downloaded_images\cows-yellow-red-green-1912.jpg
Realism,vasily-polenov,among-the-teachers.jpg,downloaded_images\among-the-teachers.jpg
Baroque,canaletto,santi-giovanni-e-paolo-and-the-scuola-di-san-marco.jpg,downloaded_images\santi-giovanni-e-paolo-and-the-scuola-di-san-marco.jpg
Realism,ilya-mashkov,radish-1942.jpg,downloaded_images\radish-1942.jpg
Romanticism,john-constable,willy-lot-s-house-1810.jpg,downloaded_images\willy-lot-s-house-1810.jpg
High_Renaissance,leonardo-da-vinci,drawings-of-a-bird-in-flight.jpg,downloaded_images\drawings-of-a-bird-in-flight.jpg
Impressionism,mary-cassatt,simone-in-plumed-hat.jpg,downloaded_images\simone-in-plumed-hat.jpg
Expressionism,frank-auerbach,primrose-hill-1968.jpg,downloaded_images\primrose-hill-1968.jpg
Realism,vasily-polenov,they-brought-the-children.jpg,downloaded_images\they-brought-the-children.jpg
Realism,vladimir-makovsky,summer-1896.jpg,downloaded_images\summer-1896.jpg
Post_Impressionism,david-burliuk,bouquet-and-mountains-colorado-1951.jpg,downloaded_images\bouquet-and-mountains-colorado-1951.jpg
Symbolism,odilon-redon,portrait-of-the-son-of-robert-de-comecy-1898.jpg,downloaded_images\portrait-of-the-son-of-robert-de-comecy-1898.jpg
Pop_Art,robert-indiana,summer-i-hope-wall-rainbow-roll-1-2010.jpg,downloaded_images\summer-i-hope-wall-rainbow-roll-1-2010.jpg
Realism,volodymyr-orlovsky,a-hot-afternoon-in-the-southern-estate-1868.jpg,downloaded_images\a-hot-afternoon-in-the-southern-estate-1868.jpg
Post_Impressionism,giorgio-morandi,cortile-di-via-fondazza-1956.jpg,downloaded_images\cortile-di-via-fondazza-1956.jpg
Impressionism,berthe-morisot,girl-with-shuttlecock-also-known-as-jeanne-bonnet.jpg,downloaded_images\girl-with-shuttlecock-also-known-as-jeanne-bonnet.jpg
Impressionism,claude-monet,grainstack-at-giverny.jpg,downloaded_images\grainstack-at-giverny.jpg
Romanticism,gustave-dore,ruth-and-boaz.jpg,downloaded_images\ruth-and-boaz.jpg
Post_Impressionism,maurice-denis,the-two-sisters.jpg,downloaded_images\the-two-sisters.jpg
Mannerism_Late_Renaissance,el-greco,st-sebastian-2.jpg,downloaded_images\st-sebastian-2.jpg
Post_Impressionism,wassily-kandinsky,santa-marguerite-1906.jpg,downloaded_images\santa-marguerite-1906.jpg
Post_Impressionism,henri-matisse,odalisque-1.jpg,downloaded_images\odalisque-1.jpg
Expressionism,jose-gutierrez-solana,the-trail-1933.jpg,downloaded_images\the-trail-1933.jpg
Abstract_Expressionism,frank-stella,limanora-1994.jpg,downloaded_images\limanora-1994.jpg
Symbolism,nicholas-roerich,santana.jpg,downloaded_images\santana.jpg
Rococo,jean-honore-fragonard,the-warrior.jpg,downloaded_images\the-warrior.jpg
Post_Impressionism,vincent-van-gogh,pine-trees-in-front-of-the-wall-of-the-asylum-4-1889.jpg,downloaded_images\pine-trees-in-front-of-the-wall-of-the-asylum-4-1889.jpg
Romanticism,gustave-dore,evil-counsellors.jpg,downloaded_images\evil-counsellors.jpg
Baroque,rembrandt,a-ragged-peasant-with-his-hands-behind-him-1635.jpg,downloaded_images\a-ragged-peasant-with-his-hands-behind-him-1635.jpg
Expressionism,amedeo-modigliani,minoutcha.jpg,downloaded_images\minoutcha.jpg
Rococo,francois-boucher,nude-on-a-sofa-1752(1).jpg,downloaded_images\nude-on-a-sofa-1752(1).jpg
Expressionism,paul-klee,after-annealing-1940(1).jpg,downloaded_images\after-annealing-1940(1).jpg
Ukiyo_e,katsushika-hokusai,sketch-of-four-faces.jpg,downloaded_images\sketch-of-four-faces.jpg
Impressionism,edgar-degas,at-the-races.jpg,downloaded_images\at-the-races.jpg
Pop_Art,marjorie-strider,white-on-green-1964.jpg,downloaded_images\white-on-green-1964.jpg
Impressionism,eugene-boudin,the-lock-at-saint-valery-sur-somme-1891.jpg,downloaded_images\the-lock-at-saint-valery-sur-somme-1891.jpg
Impressionism,camille-pissarro,market-at-gisors-rue-cappeville.jpg,downloaded_images\market-at-gisors-rue-cappeville.jpg
Early_Renaissance,filippo-lippi,disputation-in-the-synagogue-detail-1465-1.jpg,downloaded_images\disputation-in-the-synagogue-detail-1465-1.jpg
Realism,thomas-eakins,perspective-drawing-for-hunting.jpg,downloaded_images\perspective-drawing-for-hunting.jpg
Romanticism,taras-shevchenko,moonlit-night-in-mountains-1857.jpg,downloaded_images\moonlit-night-in-mountains-1857.jpg
Post_Impressionism,vincent-van-gogh,the-ploughed-field-1888.jpg,downloaded_images\the-ploughed-field-1888.jpg
Color_Field_Painting,morris-louis,number-99-1960.jpg,downloaded_images\number-99-1960.jpg
Art_Nouveau_Modern,raphael-kirchner,geisha-5.jpg,downloaded_images\geisha-5.jpg
Mannerism_Late_Renaissance,titian,madonna-and-child-in-an-evening-landscape-1565.jpg,downloaded_images\madonna-and-child-in-an-evening-landscape-1565.jpg
Naive_Art_Primitivism,jean-hugo,baie-de-hy-res-1951.jpg,downloaded_images\baie-de-hy-res-1951.jpg
Symbolism,gustave-moreau,arion.jpg,downloaded_images\arion.jpg
Baroque,diego-velazquez,portrait-of-the-count-duke-of-olivares-1624.jpg,downloaded_images\portrait-of-the-count-duke-of-olivares-1624.jpg
Impressionism,berthe-morisot,young-woman-in-a-rowboat-eventail.jpg,downloaded_images\young-woman-in-a-rowboat-eventail.jpg
Realism,winslow-homer,peeling-a-lemon.jpg,downloaded_images\peeling-a-lemon.jpg
Mannerism_Late_Renaissance,tintoretto,women-playing-instruments.jpg,downloaded_images\women-playing-instruments.jpg
Post_Impressionism,vincent-van-gogh,village-street-sketch-1890.jpg,downloaded_images\village-street-sketch-1890.jpg
Impressionism,gustave-caillebotte,the-painter-under-his-parasol.jpg,downloaded_images\the-painter-under-his-parasol.jpg
Contemporary_Realism,jamie-wyeth,lighthouse-1993.jpg,downloaded_images\lighthouse-1993.jpg
Realism,boris-kustodiev,house-in-uspensky-1908.jpg,downloaded_images\house-in-uspensky-1908.jpg
High_Renaissance,michelangelo,the-ancestors-of-christ-ozias-1509.jpg,downloaded_images\the-ancestors-of-christ-ozias-1509.jpg
High_Renaissance,giovanni-antonio-boltraffio,portrait-of-a-youth-holding-an-arrow-1510.jpg,downloaded_images\portrait-of-a-youth-holding-an-arrow-1510.jpg
Mannerism_Late_Renaissance,sofonisba-anguissola,portrait-of-minerva-anguissola.jpg,downloaded_images\portrait-of-minerva-anguissola.jpg
Northern_Renaissance,albrecht-altdorfer,crucifixion-1526.jpg,downloaded_images\crucifixion-1526.jpg
Realism,edvard-munch,girl-kindling-a-stove-1883.jpg,downloaded_images\girl-kindling-a-stove-1883.jpg
Impressionism,eugene-boudin,low-tide-at-trouville.jpg,downloaded_images\low-tide-at-trouville.jpg
Romanticism,sir-lawrence-alma-tadema,agrippina-with-the-ashes-of-germanicus.jpg,downloaded_images\agrippina-with-the-ashes-of-germanicus.jpg
Northern_Renaissance,jan-van-hemessen,the-prodigal-son-1536.jpg,downloaded_images\the-prodigal-son-1536.jpg
Impressionism,dimitrie-paciurea,chimera-1923.jpg,downloaded_images\chimera-1923.jpg
Cubism,pablo-picasso,the-girls-of-avignon-study-1907.jpg,downloaded_images\the-girls-of-avignon-study-1907.jpg
Baroque,rembrandt,the-agony-in-the-garden-1657.jpg,downloaded_images\the-agony-in-the-garden-1657.jpg
Northern_Renaissance,albrecht-durer,the-young-peasant-and-his-wife.jpg,downloaded_images\the-young-peasant-and-his-wife.jpg
Abstract_Expressionism,terry-frost,rider-s-song-1989.jpg,downloaded_images\rider-s-song-1989.jpg
Post_Impressionism,maxime-maufra,the-village-morgat-1901.jpg,downloaded_images\the-village-morgat-1901.jpg
Impressionism,adam-baltatu,houses-in-bretania.jpg,downloaded_images\houses-in-bretania.jpg
Expressionism,max-weber,still-life-with-red-bananas.jpg,downloaded_images\still-life-with-red-bananas.jpg
Realism,ivan-shishkin,forest-stream-1.jpg,downloaded_images\forest-stream-1.jpg
Realism,odilon-redon,vase-of-flowers-pansies.jpg,downloaded_images\vase-of-flowers-pansies.jpg
Impressionism,childe-hassam,the-holly-farm.jpg,downloaded_images\the-holly-farm.jpg
Cubism,pablo-picasso,las-meninas-velazquez-1957-1.jpg,downloaded_images\las-meninas-velazquez-1957-1.jpg
Early_Renaissance,sandro-botticelli,lamentation-over-the-dead-christ-1490(1).jpg,downloaded_images\lamentation-over-the-dead-christ-1490(1).jpg
Naive_Art_Primitivism,andre-bauchant,marine-1945.jpg,downloaded_images\marine-1945.jpg
Post_Impressionism,vincent-van-gogh,view-from-vincent-s-room-in-the-rue-lepic-1887.jpg,downloaded_images\view-from-vincent-s-room-in-the-rue-lepic-1887.jpg
Romanticism,francisco-goya,blind-man-s-buff-1789.jpg,downloaded_images\blind-man-s-buff-1789.jpg
Impressionism,pierre-auguste-renoir,the-champs-elysees-during-the-paris-fair-of-1867-1867.jpg,downloaded_images\the-champs-elysees-during-the-paris-fair-of-1867-1867.jpg
Expressionism,oskar-kokoschka,not/detected/235878.jpg,downloaded_images\not/detected/235878.jpg
Expressionism,oskar-kokoschka,not/detected/235859.jpg,downloaded_images\not/detected/235859.jpg
Symbolism,fernand-khnopff,the-sleeping-medusa-1896.jpg,downloaded_images\the-sleeping-medusa-1896.jpg
Naive_Art_Primitivism,radi-nedelchev,jungle-1979.jpg,downloaded_images\jungle-1979.jpg
Romanticism,ivan-aivazovsky,fishermen-on-the-coast-of-the-sea-1852.jpg,downloaded_images\fishermen-on-the-coast-of-the-sea-1852.jpg
Color_Field_Painting,ron-gorchov,promenade-1985.jpg,downloaded_images\promenade-1985.jpg
Expressionism,ramon-oviedo,nave-funebre(3).jpg,downloaded_images\nave-funebre(3).jpg
Post_Impressionism,spyros-papaloukas,arsenal-mount-athos-1935.jpg,downloaded_images\arsenal-mount-athos-1935.jpg
Impressionism,claude-monet,boats-at-rest-at-petit-gennevilliers.jpg,downloaded_images\boats-at-rest-at-petit-gennevilliers.jpg
Realism,vasily-perov,head-of-a-kirghiz-sketch-1869.jpg,downloaded_images\head-of-a-kirghiz-sketch-1869.jpg
Abstract_Expressionism,rufino-tamayo,retrato-de-ni-os-pareja-de-ni-os-1966.jpg,downloaded_images\retrato-de-ni-os-pareja-de-ni-os-1966.jpg
Post_Impressionism,salvador-dali,port-of-cadaques-night.jpg,downloaded_images\port-of-cadaques-night.jpg
Post_Impressionism,theo-van-rysselberghe,funds-of-st-clair-1921.jpg,downloaded_images\funds-of-st-clair-1921.jpg
Northern_Renaissance,jan-van-eyck,the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,downloaded_images\the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg
Realism,vincent-van-gogh,mills-in-the-neighbourhood-of-dordrecht-1877.jpg,downloaded_images\mills-in-the-neighbourhood-of-dordrecht-1877.jpg
Realism,john-singer-sargent,mrs-benjamin-kissam-1888.jpg,downloaded_images\mrs-benjamin-kissam-1888.jpg
Post_Impressionism,vincent-van-gogh,rocky-ground-at-montmajour.jpg,downloaded_images\rocky-ground-at-montmajour.jpg
Expressionism,amedeo-modigliani,cypress-trees-and-house-1919.jpg,downloaded_images\cypress-trees-and-house-1919.jpg
Symbolism,mikhail-vrubel,head-of-angel-1887.jpg,downloaded_images\head-of-angel-1887.jpg
Expressionism,max-pechstein,m-dchen-sitzender-weiblicher-akt-1910.jpg,downloaded_images\m-dchen-sitzender-weiblicher-akt-1910.jpg
Romanticism,john-collier,the-garden-party.jpg,downloaded_images\the-garden-party.jpg
Early_Renaissance,bartolome-bermejo,piet-of-canon-luis-despl-detail-1490.jpg,downloaded_images\piet-of-canon-luis-despl-detail-1490.jpg
Rococo,george-morland,interior-of-a-stable.jpg,downloaded_images\interior-of-a-stable.jpg
Naive_Art_Primitivism,marc-chagall,moses-is-saved-from-the-water-by-pharaoh-s-daughter.jpg,downloaded_images\moses-is-saved-from-the-water-by-pharaoh-s-daughter.jpg
Abstract_Expressionism,sam-francis,the-five-continents-1984.jpg,downloaded_images\the-five-continents-1984.jpg
Naive_Art_Primitivism,ivan-generalic,unknown-title.jpg,downloaded_images\unknown-title.jpg
